"","Vu","gaut","Intervals"
"1",0.2,0,5.23600000000033
"2",0.2,0,5.30099999999993
"3",0.2,0,5.36899999999969
"4",0.2,0,5.44300000000021
"5",0.2,0,5.52399999999989
"6",0.2,0,5.61300000000028
"7",0.2,0,5.70899999999983
"8",0.2,0,5.81700000000001
"9",0.2,0,5.9369999999999
"10",0.2,0,6.07400000000007
"11",0.2,0,6.22899999999981
"12",0.2,0,6.41100000000006
"13",0.2,0,6.62800000000016
"14",0.2,0,6.89300000000003
"15",0.2,0,7.23099999999977
"16",0.2,0,7.69000000000005
"17",0.2,0,8.38500000000022
"18",0.2,0,9.74800000000005
"19",0.2,0,173.215
"20",0.2,0,5.13000000000011
"21",0.2,0,5.17700000000013
"22",0.2,0,5.23599999999988
"23",0.2,0,5.30000000000018
"24",0.2,0,5.36899999999969
"25",0.2,0,5.44399999999996
"26",0.2,0,5.52400000000034
"27",0.2,0,5.61200000000008
"28",0.2,0,5.70999999999958
"29",0.2,0,5.81700000000001
"30",0.2,0,5.93700000000035
"31",0.2,0,6.07299999999987
"32",0.2,0,6.23000000000002
"33",0.2,0,6.41100000000006
"34",0.2,0,6.6279999999997
"35",0.2,0,6.89300000000003
"36",0.2,0,7.23000000000002
"37",0.2,0,7.69000000000005
"38",0.2,0,8.38500000000022
"39",0.2,0,9.74800000000005
"40",0.2,0,173.216
"41",0.2,0,5.12899999999991
"42",0.2,0,5.17700000000013
"43",0.2,0,5.23700000000008
"44",0.2,0,5.29999999999973
"45",0.2,0,5.36900000000014
"46",0.2,0,5.44399999999996
"47",0.2,0,5.52399999999989
"48",0.2,0,5.61200000000008
"49",0.2,0,5.70899999999983
"50",0.2,0,5.81700000000001
"51",0.2,0,5.9380000000001
"52",0.2,0,6.07299999999987
"53",0.2,0,6.23000000000002
"54",0.2,0,6.41100000000006
"55",0.2,0,6.62800000000016
"56",0.2,0,6.89199999999983
"57",0.2,0,7.23100000000022
"58",0.2,0,7.69000000000005
"59",0.2,0,8.38499999999976
"60",0.2,0,9.74800000000005
"61",0.2,0,173.216
"62",0.2,0,5.12900000000036
"63",0.2,0,5.17699999999968
"64",0.2,0.01,5.39799999999968
"65",0.2,0.01,5.47400000000016
"66",0.2,0.01,5.55700000000024
"67",0.2,0.01,5.64699999999993
"68",0.2,0.01,5.74699999999984
"69",0.2,0.01,5.85899999999992
"70",0.2,0.01,5.98300000000017
"71",0.2,0.01,6.1239999999998
"72",0.2,0.01,6.28600000000006
"73",0.2,0.01,6.47699999999986
"74",0.2,0.01,6.70500000000038
"75",0.2,0.01,6.98599999999988
"76",0.2,0.01,7.34999999999991
"77",0.2,0.01,7.85199999999986
"78",0.2,0.01,8.64600000000019
"79",0.2,0.01,10.4079999999999
"80",0.2,0.01,171.889
"81",0.2,0.01,5.15099999999984
"82",0.2,0.01,5.20200000000023
"83",0.2,0.01,5.26199999999972
"84",0.2,0.01,5.32700000000023
"85",0.2,0.01,5.39800000000014
"86",0.2,0.01,5.47399999999971
"87",0.2,0.01,5.55600000000004
"88",0.2,0.01,5.64800000000014
"89",0.2,0.01,5.74699999999984
"90",0.2,0.01,5.85800000000017
"91",0.2,0.01,5.98299999999972
"92",0.2,0.01,6.12400000000025
"93",0.2,0.01,6.28699999999981
"94",0.2,0.01,6.47700000000032
"95",0.2,0.01,6.70499999999993
"96",0.2,0.01,6.98599999999988
"97",0.2,0.01,7.34999999999991
"98",0.2,0.01,7.85200000000032
"99",0.2,0.01,8.64499999999998
"100",0.2,0.01,10.4089999999997
"101",0.2,0.01,171.888
"102",0.2,0.01,5.15199999999959
"103",0.2,0.01,5.20100000000002
"104",0.2,0.01,5.26200000000017
"105",0.2,0.01,5.32799999999997
"106",0.2,0.01,5.39800000000014
"107",0.2,0.01,5.47299999999996
"108",0.2,0.01,5.55699999999979
"109",0.2,0.01,5.64699999999993
"110",0.2,0.01,5.74800000000005
"111",0.2,0.01,5.85800000000017
"112",0.2,0.01,5.98300000000017
"113",0.2,0.01,6.1239999999998
"114",0.2,0.01,6.28699999999981
"115",0.2,0.01,6.47700000000032
"116",0.2,0.01,6.70399999999972
"117",0.2,0.01,6.98700000000008
"118",0.2,0.01,7.34900000000016
"119",0.2,0.01,7.85300000000007
"120",0.2,0.01,8.64499999999998
"121",0.2,0.01,10.4090000000001
"122",0.2,0.01,171.888
"123",0.2,0.01,5.15200000000004
"124",0.2,0.01,5.20100000000002
"125",0.2,0.01,5.26199999999972
"126",0.2,0.01,5.32799999999997
"127",0.2,0.02,5.35400000000027
"128",0.2,0.02,5.42699999999968
"129",0.2,0.02,5.50400000000036
"130",0.2,0.02,5.58899999999994
"131",0.2,0.02,5.68299999999999
"132",0.2,0.02,5.78499999999985
"133",0.2,0.02,5.90100000000029
"134",0.2,0.02,6.02799999999979
"135",0.2,0.02,6.17599999999993
"136",0.2,0.02,6.34500000000025
"137",0.2,0.02,6.54399999999987
"138",0.2,0.02,6.78400000000011
"139",0.2,0.02,7.08399999999983
"140",0.2,0.02,7.47400000000016
"141",0.2,0.02,8.029
"142",0.2,0.02,8.94299999999976
"143",0.2,0.02,11.4300000000003
"144",0.2,0.02,171.001
"145",0.2,0.02,5.17399999999998
"146",0.2,0.02,5.22600000000011
"147",0.2,0.02,5.28800000000001
"148",0.2,0.02,5.35399999999981
"149",0.2,0.02,5.42700000000013
"150",0.2,0.02,5.50399999999991
"151",0.2,0.02,5.58899999999994
"152",0.2,0.02,5.68299999999999
"153",0.2,0.02,5.78500000000031
"154",0.2,0.02,5.89999999999964
"155",0.2,0.02,6.029
"156",0.2,0.02,6.17600000000039
